,age_group,gender,user_replace_id,item_to_replace_id,skin_type_nums,skin_info_nums,category_id_nums,user_rating
12756,4.0,0,12305,195,5,1,0,5.0
12757,3.0,0,1070,195,0,0,0,5.0
12758,5.0,0,1381,195,2,4,0,5.0
12759,3.0,0,13026,195,0,0,0,5.0
12760,5.0,0,10766,195,1,4,0,5.0
12761,4.0,0,17748,195,1,2,0,4.0
12762,2.0,0,3505,195,1,5,0,5.0
12763,2.0,0,3505,195,2,3,0,5.0
12764,4.0,0,162,195,4,0,0,5.0
12765,5.0,0,14978,195,2,3,0,5.0
12766,4.0,0,1215,195,1,3,0,5.0
12767,3.0,0,15024,195,1,5,0,4.0
12768,4.0,0,11096,195,2,0,0,4.0
12769,5.0,1,18469,195,2,3,0,5.0
12770,4.0,0,310,195,1,2,0,5.0
12771,2.0,0,13429,195,1,5,0,5.0
12772,3.0,0,3011,195,2,1,0,5.0
12773,3.0,0,5916,195,1,1,0,5.0
12774,4.0,0,11630,195,3,1,0,5.0
12775,5.0,0,1381,195,2,4,0,5.0
12776,5.0,0,15177,195,1,3,0,5.0
12777,5.0,0,15177,195,1,3,0,5.0
12778,4.0,0,321,195,1,6,0,5.0
12779,5.0,0,2778,195,4,2,0,5.0
12780,3.0,0,14006,195,1,3,0,5.0
12781,5.0,0,4946,195,2,3,0,5.0
12782,4.0,0,16464,195,2,3,0,5.0
12783,4.0,1,3985,195,1,5,0,5.0
12784,4.0,1,3985,195,2,3,0,5.0
12785,3.0,0,7149,195,5,5,0,4.0
12786,3.0,0,350,195,2,5,0,5.0
12787,3.0,0,5,195,2,3,0,5.0
12788,4.0,0,12785,195,1,1,0,5.0
12789,5.0,1,18469,195,2,3,0,5.0
12790,2.0,1,4273,195,2,3,0,5.0
12791,3.0,0,1513,195,2,3,0,5.0
12792,3.0,0,1513,195,2,3,0,5.0
12793,4.0,0,6042,195,1,6,0,5.0
12794,4.0,0,15,195,0,5,0,5.0
12795,4.0,0,16342,195,2,4,0,5.0
12796,5.0,0,4427,195,2,4,0,5.0
12797,2.0,0,16731,195,1,6,0,5.0
12798,4.0,0,15087,195,2,3,0,4.0
12799,3.0,0,9781,195,1,1,0,5.0
12800,4.0,0,15087,195,2,4,0,5.0
12801,5.0,1,7383,195,1,6,0,5.0
12802,5.0,0,1381,195,2,4,0,5.0
12803,5.0,0,4501,195,3,4,0,5.0
12804,5.0,0,3551,195,2,3,0,5.0
12805,3.0,0,8036,195,0,5,0,5.0
12806,5.0,0,4501,195,3,4,0,5.0
12807,2.0,0,17031,195,1,5,0,5.0
12808,3.0,0,16583,195,2,5,0,5.0
12809,3.0,0,3,195,1,5,0,5.0
12810,4.0,0,2503,195,3,4,0,5.0
12811,3.0,0,9973,195,2,5,0,5.0
12812,5.0,0,16008,195,1,4,0,4.0
12813,4.0,0,13726,195,1,1,0,5.0
12814,5.0,0,15,195,1,1,0,5.0
12815,4.0,0,12497,195,2,2,0,3.0
12816,5.0,0,1652,195,2,4,0,5.0
12817,4.0,0,14167,195,0,5,0,5.0
12818,5.0,0,3223,195,1,1,0,5.0
12819,3.0,0,1821,195,1,6,0,1.0
12820,2.0,0,12244,195,2,3,0,5.0
12821,5.0,0,14,195,2,1,0,5.0
12822,4.0,0,10839,195,2,3,0,5.0
12823,3.0,0,256,195,4,2,0,5.0
12824,3.0,0,3814,195,0,0,0,5.0
12825,5.0,0,1652,195,2,4,0,4.0
12826,5.0,0,2778,195,1,4,0,5.0
12827,4.0,1,2238,195,1,6,0,5.0
12828,2.0,0,9675,195,1,1,0,5.0
12829,5.0,1,7383,195,5,4,0,5.0
12830,5.0,0,1645,195,1,4,0,5.0
12831,3.0,0,5346,195,1,1,0,5.0
12832,3.0,0,4653,195,2,4,0,5.0
12833,3.0,0,7648,195,0,0,0,5.0
12834,5.0,0,9499,195,2,4,0,5.0
12835,3.0,1,15,195,3,2,0,5.0
12836,3.0,0,1917,195,2,2,0,4.0
12837,4.0,0,231,195,1,1,0,5.0
12838,4.0,0,5824,195,2,1,0,5.0
12839,4.0,0,16160,195,3,5,0,5.0
12840,5.0,0,13927,195,2,1,0,5.0
12841,3.0,0,12623,195,0,2,0,4.0
12842,3.0,0,5,195,2,5,0,5.0
12843,3.0,1,18038,195,0,0,0,5.0
12844,3.0,1,15,195,3,2,0,5.0
12845,3.0,0,4172,195,1,1,0,5.0
12846,4.0,0,5455,195,4,2,0,5.0
12847,2.0,0,11432,195,3,5,0,5.0
12848,2.0,0,11432,195,3,5,0,5.0
12849,5.0,0,1381,195,2,2,0,5.0
12850,4.0,0,10374,195,4,2,0,4.0
12851,4.0,0,15307,195,1,1,0,5.0
12852,4.0,0,5,195,2,0,0,4.0
12853,4.0,0,16417,195,1,3,0,5.0
12854,4.0,0,2316,195,1,6,0,5.0
12855,3.0,0,3814,195,0,0,0,5.0
12856,3.0,0,3814,195,0,0,0,5.0
12857,4.0,0,4799,195,1,3,0,5.0
12858,3.0,1,10631,195,4,0,0,5.0
12859,5.0,0,8934,195,1,4,0,5.0
12860,2.0,0,11807,195,2,4,0,5.0
12861,3.0,0,9781,195,0,3,0,5.0
12862,4.0,0,7009,195,2,0,0,5.0
12863,3.0,0,5,195,2,5,0,5.0
12864,5.0,0,14978,195,2,3,0,5.0
12865,4.0,0,2316,195,1,6,0,5.0
12866,3.0,0,15734,195,1,1,0,5.0
12867,3.0,0,12806,195,2,3,0,5.0
12868,4.0,0,16160,195,3,0,0,5.0
12869,3.0,1,3015,195,1,2,0,5.0
12870,3.0,0,6237,195,1,1,0,5.0
12871,5.0,0,4597,195,4,2,0,5.0
12872,5.0,0,3147,195,2,0,0,5.0
12873,3.0,0,15602,195,1,4,0,5.0
12874,3.0,0,4653,195,0,4,0,5.0
12875,3.0,0,4653,195,0,4,0,5.0
12876,2.0,0,11432,195,3,4,0,5.0
12877,3.0,1,3015,195,1,2,0,5.0
12878,4.0,0,9706,195,1,6,0,5.0
12879,3.0,0,16570,195,3,4,0,5.0
12880,5.0,0,14,195,2,1,0,5.0
12881,4.0,0,1215,195,1,3,0,5.0
12882,4.0,0,6643,195,2,4,0,5.0
12883,4.0,0,8360,195,2,4,0,5.0
12884,5.0,0,11979,195,1,1,0,4.0
12885,3.0,0,1070,195,0,0,0,5.0
12886,2.0,0,1742,195,1,2,0,5.0
12887,5.0,0,6136,195,4,2,0,5.0
12888,1.0,0,3633,195,2,3,0,5.0
12889,3.0,0,3,195,1,5,0,5.0
12890,3.0,0,3,195,1,5,0,5.0
12891,3.0,0,1433,195,1,1,0,5.0
12892,4.0,1,2105,195,1,3,0,5.0
12893,3.0,0,16239,195,1,0,0,5.0
12894,3.0,0,12617,195,1,0,0,5.0
12895,4.0,0,2467,195,2,3,0,5.0
12896,5.0,0,7310,195,2,6,0,5.0
12897,4.0,0,3171,195,1,4,0,5.0
12898,3.0,1,8897,195,2,3,0,4.0
12899,3.0,0,6169,195,2,0,0,5.0
12900,3.0,0,561,195,1,0,0,5.0
12901,4.0,0,6719,195,0,0,0,5.0
12902,4.0,0,310,195,1,1,0,5.0
12903,4.0,0,12726,195,2,3,0,5.0
12904,5.0,0,15177,195,1,3,0,5.0
12905,3.0,0,9644,195,2,4,0,5.0
12906,4.0,0,4268,195,1,2,0,5.0
12907,3.0,0,16239,195,1,1,0,5.0
12908,3.0,0,9361,195,0,5,0,5.0
12909,3.0,0,9361,195,0,5,0,5.0
12910,2.0,0,4030,195,1,2,0,5.0
12911,3.0,0,721,195,1,3,0,5.0
12912,5.0,0,8168,195,1,2,0,2.0
12913,4.0,0,3459,195,2,3,0,5.0
12914,5.0,0,8608,195,1,4,0,4.0
12915,4.0,0,3171,195,5,3,0,5.0
12916,5.0,0,9499,195,4,4,0,5.0
12917,4.0,0,8360,195,2,4,0,5.0
12918,4.0,0,13327,195,4,4,0,5.0
12919,4.0,0,9706,195,1,6,0,5.0
12920,3.0,0,12361,195,3,0,0,5.0
12921,4.0,0,13726,195,1,1,0,5.0
12922,4.0,0,15,195,0,5,0,5.0
12923,3.0,0,561,195,4,0,0,5.0
12924,3.0,0,1012,195,2,5,0,3.0
12925,4.0,0,12381,195,2,3,0,4.0
12926,3.0,0,4009,195,1,0,0,5.0
12927,5.0,0,14,195,4,2,0,5.0
12928,5.0,0,4901,195,2,4,0,5.0
12929,2.0,0,11807,195,2,4,0,5.0
12930,4.0,1,2105,195,1,3,0,5.0
12931,3.0,0,17534,195,2,0,0,5.0
12932,3.0,0,721,195,1,3,0,5.0
12933,5.0,0,3223,195,1,1,0,5.0
12934,5.0,0,2778,195,1,4,0,5.0
12935,3.0,1,609,195,2,3,0,4.0
12936,3.0,1,609,195,2,3,0,5.0
12937,5.0,0,6894,195,1,0,0,5.0
12938,5.0,0,3147,195,2,0,0,5.0
12939,5.0,0,6784,195,1,6,0,5.0
12940,4.0,0,15515,195,0,6,0,5.0
12941,3.0,0,1129,195,2,3,0,5.0
12942,4.0,0,2467,195,2,3,0,4.0
12943,4.0,0,6732,195,1,4,0,5.0
12944,5.0,0,4597,195,4,2,0,5.0
12945,3.0,0,4129,195,1,5,0,5.0
12946,2.0,0,2742,195,2,5,0,5.0
12947,5.0,0,10245,195,0,2,0,1.0
12948,4.0,0,9483,195,0,1,0,4.0
12949,5.0,0,7052,195,2,0,0,5.0
12950,4.0,0,9706,195,1,6,0,5.0
12951,5.0,0,16965,195,1,1,0,5.0
12952,5.0,0,15,195,4,6,0,1.0
12953,3.0,0,13831,195,5,3,0,5.0
12954,4.0,0,13327,195,4,4,0,5.0
12955,4.0,0,5824,195,0,6,0,5.0
12956,4.0,0,3459,195,2,3,0,3.0
12957,5.0,0,11879,195,1,4,0,5.0
12958,4.0,0,9105,195,0,1,0,5.0
12959,4.0,0,784,195,4,3,0,4.0
12960,5.0,0,920,195,2,6,0,5.0
12961,4.0,0,18335,195,1,1,0,5.0
12962,3.0,0,9781,195,2,3,0,5.0
12963,4.0,0,2503,195,3,4,0,5.0
12964,5.0,0,8934,195,1,4,0,5.0
12965,5.0,0,10,195,4,0,0,5.0
12966,3.0,0,16866,195,2,5,0,5.0
12967,3.0,0,1536,195,2,6,0,5.0
12968,5.0,0,3,195,1,2,0,5.0
12969,5.0,0,666,195,2,6,0,5.0
12970,3.0,0,16217,195,2,5,0,5.0
12971,3.0,0,16217,195,2,3,0,5.0
12972,5.0,0,9903,195,2,6,0,4.0
12973,5.0,0,8934,195,0,5,0,5.0
12974,4.0,0,3113,195,2,4,0,5.0
12975,5.0,0,9,195,1,4,0,4.0
12976,4.0,0,8689,195,1,4,0,5.0
12977,4.0,0,15300,195,0,1,0,5.0
12978,4.0,0,15,195,2,3,0,5.0
12979,4.0,0,9288,195,5,3,0,5.0
12980,4.0,0,4507,195,1,4,0,4.0
12981,5.0,0,17664,195,0,0,0,5.0
12982,3.0,0,6627,195,2,3,0,5.0
12983,4.0,0,3595,195,4,4,0,5.0
12984,5.0,0,18360,195,1,0,0,5.0
12985,4.0,0,8962,195,1,1,0,5.0
12986,4.0,0,15602,195,1,3,0,5.0
12987,3.0,0,6839,195,0,5,0,4.0
12988,4.0,1,8423,195,2,3,0,5.0
12989,4.0,0,12726,195,2,3,0,5.0
12990,5.0,0,15268,195,2,3,0,5.0
12991,3.0,0,16497,195,2,2,0,5.0
12992,5.0,0,4296,195,3,2,0,5.0
12993,5.0,0,5206,195,3,4,0,4.0
12994,3.0,0,6856,195,1,2,0,3.0
12995,2.0,0,5530,195,1,5,0,5.0
12996,3.0,0,8325,195,5,3,0,5.0
12997,3.0,0,2096,195,0,2,0,5.0
12998,5.0,0,14228,195,1,4,0,4.0
12999,4.0,0,3824,195,2,6,0,5.0
13000,4.0,0,5,195,4,4,0,5.0
13001,5.0,0,927,195,4,2,0,5.0
13002,4.0,0,17699,195,2,4,0,5.0
13003,4.0,0,17699,195,2,4,0,5.0
13004,4.0,0,2467,195,2,3,0,5.0
13005,5.0,0,8934,195,0,5,0,5.0
13006,4.0,0,15672,195,2,4,0,5.0
13007,2.0,0,17220,195,0,3,0,4.0
13008,2.0,0,17220,195,0,3,0,4.0
13009,5.0,0,15177,195,1,3,0,5.0
13010,5.0,0,13177,195,0,1,0,4.0
13011,5.0,0,16965,195,1,2,0,5.0
13012,3.0,0,10550,195,0,3,0,5.0
13013,3.0,0,15186,195,2,6,0,5.0
13014,4.0,0,18351,195,2,2,0,4.0
13015,4.0,0,12621,195,1,2,0,5.0
13016,5.0,0,16368,195,4,6,0,4.0
13017,4.0,0,10377,195,2,0,0,5.0
13018,5.0,0,9143,195,1,5,0,5.0
13019,5.0,0,17336,195,1,1,0,5.0
13020,5.0,0,17884,195,2,4,0,5.0
13021,5.0,0,14,195,4,4,0,5.0
13022,2.0,0,15266,195,1,2,0,5.0
13023,5.0,0,9475,195,1,1,0,5.0
13024,3.0,0,9361,195,0,5,0,5.0
13025,4.0,0,109,195,4,3,0,5.0
13026,5.0,0,10088,195,1,6,0,4.0
13027,3.0,0,11963,195,2,2,0,5.0
13028,5.0,0,8934,195,1,3,0,5.0
13029,3.0,0,2505,195,2,2,0,5.0
13030,5.0,0,15,195,2,3,0,5.0
13031,4.0,0,17699,195,2,4,0,5.0
13032,5.0,0,8934,195,2,3,0,5.0
13033,5.0,0,4298,195,4,4,0,5.0
13034,5.0,0,7324,195,0,3,0,4.0
13035,5.0,0,6894,195,1,1,0,5.0
13036,5.0,0,4349,195,4,2,0,5.0
13037,5.0,0,14975,195,1,6,0,4.0
13038,4.0,0,16527,195,5,3,0,5.0
13039,5.0,0,8934,195,2,3,0,5.0
13040,5.0,1,14089,195,3,4,0,5.0
13041,5.0,0,6811,195,5,1,0,5.0
13042,4.0,0,1541,195,2,1,0,5.0
13043,3.0,0,15800,195,2,2,0,5.0
13044,5.0,0,9947,195,1,3,0,5.0
13045,5.0,0,8934,195,0,5,0,4.0
13046,5.0,0,9475,195,1,1,0,3.0
13047,5.0,0,16529,195,0,4,0,5.0
13048,4.0,0,6,195,1,4,0,4.0
13049,5.0,0,10,195,4,0,0,5.0
13050,5.0,0,11673,195,1,2,0,5.0
13051,5.0,0,7870,195,4,6,0,5.0
13052,5.0,0,17725,195,4,4,0,5.0
13053,5.0,0,11673,195,1,2,0,5.0
13054,4.0,0,15677,195,2,4,0,5.0
13055,5.0,0,11104,195,1,2,0,4.0
13056,5.0,0,8877,195,2,2,0,5.0
13057,5.0,0,3,195,1,1,0,5.0
13058,4.0,0,8280,195,1,6,0,5.0
13059,4.0,0,6186,195,1,1,0,5.0
13060,5.0,0,5672,195,1,2,0,5.0
13061,5.0,0,9,195,2,2,0,5.0
13062,4.0,0,9067,195,2,6,0,4.0
13063,3.0,0,14149,195,2,4,0,4.0
13064,3.0,0,15186,195,2,6,0,5.0
13065,3.0,0,3470,195,0,1,0,5.0
13066,5.0,0,8203,195,1,6,0,5.0
13067,5.0,0,673,195,5,1,0,2.0
13068,4.0,0,11132,195,2,4,0,3.0
13069,3.0,0,9335,195,1,2,0,4.0
13070,4.0,0,7545,195,0,3,0,5.0
13071,2.0,0,10821,195,1,4,0,5.0
13072,5.0,0,7046,195,2,6,0,5.0
13073,4.0,1,8423,195,2,3,0,5.0
13074,4.0,0,10377,195,1,2,0,5.0
13075,4.0,0,6,195,0,0,0,5.0
13076,2.0,0,7468,195,0,4,0,5.0
13077,5.0,0,8873,195,1,4,0,5.0
13078,3.0,0,1129,195,1,1,0,5.0
13079,4.0,0,15,195,1,1,0,5.0
13080,3.0,0,561,195,4,0,0,5.0
13081,3.0,0,15413,195,0,1,0,5.0
13082,3.0,0,9781,195,2,4,0,5.0
13083,5.0,0,16900,195,2,2,0,5.0
13084,4.0,0,15620,195,2,5,0,5.0
13085,4.0,0,12305,195,5,1,0,5.0
13086,3.0,0,2876,195,1,4,0,5.0
13087,4.0,0,8689,195,1,4,0,5.0
13088,4.0,1,585,195,3,5,0,4.0
13089,3.0,1,15527,195,1,0,0,5.0
13090,4.0,0,11627,195,0,4,0,5.0
13091,4.0,0,3176,195,1,3,0,5.0
13092,4.0,1,8085,195,1,5,0,4.0
13093,5.0,0,15268,195,2,2,0,5.0
13094,4.0,0,3113,195,2,4,0,5.0
13095,3.0,1,5612,195,2,4,0,5.0
13096,3.0,0,8495,195,3,1,0,5.0
13097,4.0,0,2633,195,1,4,0,5.0
13098,5.0,0,3231,195,5,1,0,5.0
13099,5.0,0,11104,195,1,2,0,5.0
13100,4.0,1,8085,195,1,5,0,4.0
13101,2.0,0,7842,195,2,4,0,5.0
13102,4.0,0,9105,195,0,6,0,5.0
13103,3.0,0,343,195,1,1,0,5.0
13104,4.0,0,4507,195,1,4,0,5.0
13105,3.0,0,10374,195,1,3,0,5.0
13106,4.0,0,8288,195,2,3,0,5.0
13107,5.0,1,7383,195,1,6,0,5.0
13108,5.0,0,18356,195,1,1,0,5.0
13109,4.0,0,9067,195,2,6,0,3.0
13110,5.0,1,281,195,1,5,0,5.0
13111,5.0,1,281,195,1,5,0,5.0
13112,4.0,0,2529,195,1,1,0,5.0
13113,3.0,0,13985,195,2,5,0,5.0
13114,5.0,0,16008,195,1,2,0,5.0
13115,4.0,1,11561,195,1,1,0,5.0
13116,4.0,0,4423,195,0,1,0,5.0
13117,4.0,0,12325,195,1,1,0,5.0
13118,3.0,0,6,195,1,1,0,4.0
13119,5.0,0,4298,195,4,4,0,5.0
13120,5.0,0,18135,195,1,4,0,5.0
13121,5.0,0,4156,195,1,5,0,3.0
13122,4.0,1,12104,195,2,4,0,5.0
13123,4.0,0,4799,195,1,3,0,5.0
13124,3.0,0,1305,195,2,5,0,4.0
13125,5.0,0,6455,195,2,3,0,5.0
13126,5.0,1,10,195,1,6,0,4.0
13127,5.0,1,284,195,1,1,0,5.0
13128,5.0,0,8203,195,1,6,0,5.0
13129,4.0,0,17458,195,1,1,0,5.0
13130,5.0,0,6811,195,5,1,0,5.0
13131,5.0,0,8873,195,1,4,0,5.0
13132,4.0,0,7944,195,2,6,0,5.0
13133,4.0,0,17699,195,2,4,0,5.0
13134,2.0,0,14462,195,2,3,0,5.0
13135,3.0,0,14395,195,1,4,0,5.0
13136,5.0,0,11104,195,1,2,0,5.0
13137,5.0,0,3231,195,5,1,0,5.0
13138,5.0,0,8873,195,1,4,0,5.0
13139,5.0,0,2519,195,5,6,0,5.0
13140,4.0,0,8985,195,2,1,0,4.0
13141,5.0,0,29,195,2,0,0,5.0
13142,4.0,0,13731,195,5,4,0,4.0
13143,3.0,1,12700,195,2,6,0,5.0
13144,5.0,0,927,195,2,6,0,5.0
13145,3.0,0,14084,195,2,4,0,4.0
13146,5.0,0,10318,195,1,2,0,5.0
13147,5.0,0,5672,195,1,4,0,5.0
13148,3.0,0,2095,195,2,0,0,5.0
13149,4.0,0,8124,195,2,3,0,5.0
13150,4.0,1,585,195,3,5,0,4.0
13151,4.0,1,585,195,3,5,0,4.0
13152,4.0,0,4507,195,1,4,0,4.0
13153,2.0,0,14462,195,2,3,0,5.0
13154,4.0,0,11201,195,2,6,0,5.0
13155,5.0,0,927,195,4,2,0,5.0
13156,5.0,0,8925,195,1,1,0,5.0
13157,4.0,0,17697,195,2,0,0,5.0
13158,4.0,0,6436,195,5,1,0,4.0
13159,4.0,0,12807,195,2,3,0,5.0
13160,5.0,1,8206,195,1,4,0,5.0
13161,4.0,0,1213,195,2,6,0,5.0
13162,3.0,1,6397,195,1,5,0,5.0
13163,3.0,0,9946,195,0,3,0,3.0
13164,4.0,0,616,195,1,3,0,5.0
13165,4.0,0,6436,195,5,1,0,4.0
13166,4.0,0,7368,195,2,0,0,5.0
13167,4.0,0,15390,195,2,4,0,5.0
13168,4.0,0,7764,195,1,3,0,5.0
13169,4.0,0,17699,195,2,6,0,5.0
13170,4.0,0,17699,195,2,6,0,5.0
13171,4.0,0,16528,195,1,2,0,5.0
13172,5.0,0,16741,195,0,1,0,5.0
13173,5.0,0,3448,195,2,3,0,5.0
13174,5.0,0,18010,195,2,2,0,4.0
13175,4.0,0,6,195,1,1,0,5.0
13176,4.0,1,14256,195,4,2,0,5.0
13177,5.0,1,9,195,2,6,0,4.0
13178,3.0,0,5,195,2,5,0,5.0
13179,5.0,0,5,195,2,4,0,3.0
13180,3.0,0,17128,195,2,1,0,5.0
13181,5.0,0,8925,195,1,1,0,5.0
13182,3.0,0,6010,195,1,3,0,5.0
13183,5.0,0,5956,195,2,1,0,5.0
13184,4.0,0,15390,195,2,4,0,5.0
13185,4.0,0,616,195,1,3,0,4.0
13186,3.0,0,2808,195,4,6,0,5.0
13187,3.0,0,2233,195,2,3,0,5.0
13188,3.0,0,1699,195,1,1,0,5.0
13189,5.0,0,927,195,2,6,0,5.0
13190,5.0,0,1911,195,1,2,0,5.0
13191,4.0,1,14256,195,0,6,0,5.0
13192,3.0,0,6010,195,1,3,0,5.0
13193,4.0,0,10723,195,2,2,0,5.0
13194,3.0,0,187,195,1,3,0,5.0
13195,3.0,0,14006,195,5,3,0,5.0
13196,5.0,0,6,195,2,6,0,5.0
13197,5.0,0,7870,195,4,6,0,5.0
13198,3.0,1,1433,195,2,3,0,5.0
13199,5.0,0,13729,195,2,2,0,5.0
13200,5.0,0,6,195,1,6,0,5.0
13201,3.0,1,2514,195,1,1,0,5.0
13202,3.0,1,2514,195,1,1,0,5.0
13203,5.0,0,3448,195,2,3,0,5.0
13204,3.0,0,15981,195,1,3,0,5.0
13205,4.0,0,12834,195,0,0,0,5.0
13206,3.0,0,15981,195,1,3,0,5.0
13207,5.0,0,16088,195,2,2,0,4.0
13208,2.0,0,13834,195,1,5,0,5.0
13209,3.0,0,17154,195,1,3,0,5.0
13210,3.0,0,17154,195,0,5,0,5.0
13211,3.0,0,5403,195,0,5,0,5.0
13212,4.0,1,585,195,3,5,0,5.0
13213,3.0,1,8958,195,1,4,0,4.0
13214,4.0,0,16528,195,1,2,0,5.0
13215,4.0,0,14396,195,5,0,0,5.0
13216,5.0,0,8925,195,1,1,0,5.0
13217,4.0,1,585,195,3,5,0,5.0
13218,3.0,0,6512,195,4,4,0,5.0
13219,3.0,1,12700,195,1,3,0,5.0
13220,3.0,0,3470,195,0,2,0,5.0
13221,3.0,1,15267,195,2,3,0,5.0
13222,3.0,0,286,195,3,6,0,4.0
13223,3.0,0,286,195,2,6,0,4.0
13224,3.0,0,17165,195,1,4,0,5.0
13225,4.0,0,7944,195,2,4,0,5.0
13226,2.0,0,13834,195,1,5,0,5.0
13227,5.0,0,8877,195,2,2,0,5.0
13228,5.0,0,15151,195,1,3,0,5.0
13229,3.0,1,6397,195,1,5,0,5.0
13230,4.0,0,8532,195,3,0,0,5.0
13231,3.0,0,5171,195,4,0,0,4.0
13232,4.0,0,14662,195,2,2,0,5.0
13233,3.0,0,1129,195,2,2,0,5.0
13234,4.0,1,10514,195,4,1,0,5.0
13235,4.0,1,15008,195,2,3,0,5.0
13236,4.0,0,15390,195,2,6,0,5.0
13237,4.0,1,10514,195,4,1,0,5.0
13238,3.0,0,9581,195,0,5,0,4.0
13239,3.0,0,1305,195,1,4,0,5.0
13240,4.0,0,9235,195,5,5,0,5.0
13241,4.0,0,308,195,4,1,0,5.0
13242,4.0,1,1432,195,2,6,0,5.0
13243,4.0,1,1432,195,2,6,0,5.0
13244,5.0,0,17604,195,4,4,0,5.0
13245,4.0,1,3558,195,0,5,0,5.0
13246,4.0,0,2017,195,1,4,0,5.0
13247,4.0,0,5943,195,1,6,0,5.0
13248,3.0,0,10,195,2,4,0,4.0
13249,5.0,0,15,184,1,1,0,5.0
13250,4.0,0,13980,184,0,5,0,5.0
13251,4.0,0,16652,184,1,1,0,5.0
13252,5.0,0,12984,184,4,4,0,5.0
13253,4.0,0,15,184,2,2,0,5.0
13254,3.0,0,12813,184,1,3,0,4.0
13255,3.0,0,1277,184,0,4,0,5.0
13256,4.0,0,10377,184,1,4,0,4.0
13257,3.0,0,14141,184,2,1,0,5.0
13258,5.0,0,12232,184,2,6,0,5.0
13259,3.0,0,14364,184,2,6,0,5.0
13260,3.0,0,2636,184,3,0,0,5.0
13261,4.0,0,13453,184,2,2,0,5.0
13262,5.0,0,1265,184,1,1,0,5.0
13263,5.0,0,18029,184,2,6,0,5.0
13264,4.0,0,3711,184,2,6,0,5.0
13265,5.0,0,17682,184,2,4,0,5.0
13266,5.0,0,10951,184,1,6,0,5.0
13267,3.0,0,12813,184,1,3,0,4.0
13268,4.0,0,14479,184,5,1,0,5.0
13269,5.0,0,689,184,2,2,0,5.0
13270,3.0,0,18000,184,2,4,0,5.0
13271,4.0,0,1511,184,1,6,0,5.0
13272,4.0,0,17507,184,4,6,0,4.0
13273,2.0,0,15563,184,2,1,0,5.0
13274,5.0,0,8880,184,1,6,0,4.0
13275,5.0,1,12348,184,2,1,0,5.0
13276,5.0,1,3237,184,3,6,0,5.0
13277,5.0,0,302,184,0,4,0,5.0
13278,3.0,0,2636,184,3,5,0,5.0
13279,4.0,0,2533,184,0,6,0,4.0
13280,5.0,0,17914,184,1,4,0,5.0
13281,4.0,0,4403,184,1,4,0,5.0
13282,5.0,0,7229,184,5,1,0,5.0
13283,5.0,0,6456,184,1,6,0,5.0
13284,5.0,1,16571,184,0,3,0,5.0
13285,4.0,0,13992,184,0,4,0,5.0
13286,4.0,0,231,184,1,1,0,5.0
13287,4.0,1,4145,184,2,4,0,5.0
13288,4.0,0,1261,184,2,3,0,4.0
13289,2.0,0,7149,184,0,5,0,5.0
13290,5.0,0,15721,184,2,4,0,5.0
13291,5.0,0,3,184,2,3,0,5.0
13292,3.0,0,13369,184,0,3,0,5.0
13293,2.0,0,15563,184,2,1,0,5.0
13294,4.0,0,1014,184,1,3,0,4.0
13295,5.0,1,17414,184,1,4,0,5.0
13296,4.0,0,8278,184,1,5,0,5.0
13297,4.0,0,432,184,1,4,0,4.0
13298,3.0,0,9152,184,2,3,0,5.0
13299,4.0,0,13453,184,2,2,0,5.0
13300,4.0,0,8765,184,1,2,0,5.0
13301,3.0,0,3861,184,2,0,0,5.0
13302,4.0,0,6487,184,0,4,0,5.0
13303,5.0,0,179,184,1,4,0,5.0
13304,3.0,0,17693,184,1,1,0,5.0
13305,5.0,1,3637,184,2,5,0,5.0
13306,4.0,0,16175,184,2,0,0,5.0
13307,3.0,0,6490,184,2,4,0,5.0
13308,5.0,0,10951,184,1,6,0,5.0
13309,5.0,0,10951,184,1,6,0,5.0
13310,5.0,0,10951,184,1,6,0,5.0
13311,4.0,0,3474,184,2,1,0,5.0
13312,5.0,0,4395,184,2,4,0,4.0
13313,4.0,0,398,184,2,1,0,5.0
13314,5.0,0,2528,184,1,3,0,5.0
13315,5.0,0,13281,184,2,2,0,5.0
13316,5.0,0,15,184,2,6,0,5.0
13317,5.0,0,1381,184,2,4,0,5.0
13318,5.0,0,10317,184,1,6,0,5.0
13319,5.0,0,4395,184,2,4,0,4.0
13320,3.0,0,8161,184,4,0,0,5.0
13321,3.0,0,8161,184,4,4,0,5.0
13322,5.0,0,1419,184,1,1,0,5.0
13323,3.0,0,17478,184,0,5,0,5.0
13324,3.0,0,13853,184,4,2,0,4.0
13325,3.0,0,5,184,0,2,0,5.0
13326,3.0,0,15633,184,2,6,0,5.0
13327,5.0,0,1381,184,2,4,0,5.0
13328,4.0,0,13046,184,1,4,0,5.0
13329,4.0,0,9242,184,1,4,0,5.0
13330,4.0,0,18465,184,2,4,0,4.0
13331,4.0,0,6276,184,2,0,0,5.0
13332,5.0,1,16571,184,1,3,0,5.0
13333,4.0,0,6276,184,2,0,0,5.0
13334,5.0,1,12348,184,2,1,0,5.0
13335,3.0,0,17556,184,1,4,0,5.0
13336,5.0,0,4201,184,0,1,0,4.0
13337,3.0,0,14955,184,1,4,0,5.0
13338,4.0,0,12496,184,0,5,0,5.0
13339,3.0,0,16520,184,1,4,0,4.0
